chr1	x1	x2	chr2	y1	y2	color	f1	f2	f3	f4	f5
11	78340000	78790000	11	78340000	78790000	255,255,0	1.5877	0.054983	0.031166	0.9585	0.81621
11	74170000	74300000	11	74170000	74300000	255,255,0	0.76934	0.026436	0.059696	0.5	0.5
11	93640000	93850000	11	93640000	93850000	255,255,0	0.93222	0.058597	0.027502	0.79091	0.60909
11	115200000	115370000	11	115200000	115370000	255,255,0	1.0848	0.035599	0.050235	0.70833	0.70833
11	70800000	71140000	11	70800000	71140000	255,255,0	1.4158	0.029643	0.056138	0.88581	0.85813
11	123910000	124220000	11	123910000	124220000	255,255,0	1.0778	0.044653	0.04039	0.84583	0.62917
11	73950000	74160000	11	73950000	74160000	255,255,0	1.1415	0.046006	0.038832	0.79091	0.68182
11	108550000	108920000	11	108550000	108920000	255,255,0	1.2299	0.052632	0.032092	0.92105	0.68713
11	27720000	28110000	11	27720000	28110000	255,255,0	1.4725	0.050909	0.033352	0.94474	0.83421
11	66840000	67010000	11	66840000	67010000	255,255,0	1.0711	0.034083	0.049823	0.70833	0.70833
11	66610000	66820000	11	66610000	66820000	255,255,0	1.201	0.04794	0.035929	0.79091	0.75455
11	75880000	76050000	11	75880000	76050000	255,255,0	0.99246	0.045661	0.03799	0.70833	0.59722
11	74300000	74600000	11	74300000	74600000	255,255,0	0.92489	0.044883	0.037885	0.67556	0.60444
11	117660000	117950000	11	117660000	117950000	255,255,0	1.1305	0.044971	0.037439	0.75714	0.77619
11	67980000	68220000	11	67980000	68220000	255,255,0	1.2575	0.035181	0.0465	0.78472	0.84028
11	19770000	19930000	11	19770000	19930000	255,255,0	0.94305	0.022691	0.058893	0.64062	0.67188
11	103530000	104050000	11	103530000	104050000	255,255,0	1.0347	0.041283	0.040091	0.73817	0.76775
11	71950000	72150000	11	71950000	72150000	255,255,0	1.2704	0.026171	0.055089	0.77	0.79
11	58050000	58280000	11	58050000	58280000	255,255,0	1.0991	0.019429	0.061438	0.70455	0.84091
11	100160000	100420000	11	100160000	100420000	255,255,0	0.95571	0.031021	0.049581	0.55593	0.82943
11	125550000	125750000	11	125550000	125750000	255,255,0	1.1364	0.037101	0.04338	0.69	0.79
11	47440000	47640000	11	47440000	47640000	255,255,0	1.0574	0.042113	0.038269	0.65	0.79
11	128510000	128720000	11	128510000	128720000	255,255,0	1.2079	0.029136	0.051203	0.79091	0.77273
11	44350000	44550000	11	44350000	44550000	255,255,0	1.012	0.020124	0.059808	0.57	0.79
11	71290000	71500000	11	71290000	71500000	255,255,0	1.077	0.041102	0.037668	0.7	0.71818
11	120380000	120590000	11	120380000	120590000	255,255,0	1.1041	0.057211	0.020932	0.80909	0.66364
11	44130000	44340000	11	44130000	44340000	255,255,0	0.98263	0.060239	0.017572	0.79045	0.505
11	63400000	63530000	11	63400000	63530000	255,255,0	0.70689	0.03536	0.04135	0.5	0.5
11	9180000	9480000	11	9180000	9480000	255,255,0	1.2387	0.034663	0.041986	0.85333	0.77333
11	67580000	67760000	11	67580000	67760000	255,255,0	1.032	0.031641	0.044579	0.69136	0.74074
11	124830000	125020000	11	124830000	125020000	255,255,0	0.87417	0.050903	0.025297	0.74444	0.5
11	22610000	22780000	11	22610000	22780000	255,255,0	0.69318	0.020112	0.05571	0.51389	0.54167
11	18300000	18540000	11	18300000	18540000	255,255,0	1.038	0.043012	0.03272	0.8125	0.65972
11	67770000	67980000	11	67770000	67980000	255,255,0	1.14	0.045109	0.030025	0.80909	0.71818
11	82390000	82600000	11	82390000	82600000	255,255,0	1.0008	0.043906	0.030002	0.79091	0.62727
11	22350000	22570000	11	22350000	22570000	255,255,0	0.85418	0.05083	0.022406	0.72727	0.54545
11	6220000	6390000	11	6220000	6390000	255,255,0	0.93252	0.036109	0.036637	0.70833	0.625
11	101920000	102150000	11	101920000	102150000	255,255,0	1.09	0.038601	0.033708	0.76515	0.7803
11	86160000	86320000	11	86160000	86320000	255,255,0	0.89769	0.054911	0.015866	0.64062	0.64062
11	9600000	9770000	11	9600000	9770000	255,255,0	0.90236	0.028767	0.040961	0.54167	0.70833
11	73660000	73910000	11	73660000	73910000	255,255,0	1.094	0.041414	0.026933	0.78686	0.63835
11	66050000	66230000	11	66050000	66230000	255,255,0	0.78049	0.038293	0.030041	0.59259	0.51852
11	132010000	132220000	11	132010000	132220000	255,255,0	0.76868	0.04318	0.025115	0.60909	0.5
11	113170000	113410000	11	113170000	113410000	255,255,0	1.1931	0.047233	0.020799	0.84028	0.72917
11	93940000	94150000	11	93940000	94150000	255,255,0	0.97249	0.025537	0.041835	0.68182	0.80909
11	78830000	79220000	11	78830000	79220000	255,255,0	1.2607	0.022871	0.044421	0.71316	0.89737
11	17600000	17750000	11	17600000	17750000	255,255,0	0.7759	0.035996	0.031195	0.55357	0.58929
11	19090000	19290000	11	19090000	19290000	255,255,0	1	0.036697	0.029849	0.73	0.69
11	114690000	114950000	11	114690000	114950000	255,255,0	0.75352	0.036583	0.029847	0.56805	0.53254
11	67390000	67570000	11	67390000	67570000	255,255,0	1.0196	0.03673	0.028621	0.71605	0.71605
11	112160000	112460000	11	112160000	112460000	255,255,0	1.1529	0.042061	0.021013	0.80889	0.77333
11	91940000	92210000	11	91940000	92210000	255,255,0	0.90186	0.036277	0.02484	0.73077	0.68681
11	10010000	10330000	11	10010000	10330000	255,255,0	1.2375	0.020172	0.040217	0.75391	0.91797
11	120820000	121030000	11	120820000	121030000	255,255,0	0.78342	0.023472	0.036565	0.55455	0.60909
11	119360000	119530000	11	119360000	119530000	255,255,0	0.89195	0.045259	0.014475	0.70833	0.51389
11	15720000	16000000	11	15720000	16000000	255,255,0	0.84414	0.038749	0.018733	0.69637	0.51644
11	12540000	12700000	11	12540000	12700000	255,255,0	0.82521	0.020658	0.036394	0.54688	0.64062
11	73410000	73650000	11	73410000	73650000	255,255,0	1.2191	0.026629	0.030129	0.8125	0.8125
11	67020000	67150000	11	67020000	67150000	255,255,0	0.6802	0.034556	0.021742	0.5	0.5
11	34390000	34520000	11	34390000	34520000	255,255,0	0.69552	0.02511	0.031073	0.5	0.5
11	104470000	104800000	11	104470000	104800000	255,255,0	0.84559	0.030097	0.026039	0.68015	0.60662
11	106190000	106390000	11	106190000	106390000	255,255,0	0.97966	0.035492	0.019312	0.75	0.71
11	127690000	127890000	11	127690000	127890000	255,255,0	0.74506	0.022987	0.031555	0.59	0.53
11	9780000	10000000	11	9780000	10000000	255,255,0	1.1889	0.032327	0.022045	0.82645	0.77686
11	102380000	102540000	11	102380000	102540000	255,255,0	0.82646	0.025707	0.027911	0.57812	0.67188
11	115420000	115650000	11	115420000	115650000	255,255,0	1.0296	0.034927	0.017354	0.73485	0.73485
11	115030000	115200000	11	115030000	115200000	255,255,0	0.96663	0.029724	0.022229	0.70833	0.65278
11	76910000	77140000	11	76910000	77140000	255,255,0	1.0068	0.036714	0.014463	0.84091	0.50758
11	97730000	97920000	11	97730000	97920000	255,255,0	0.64935	0.023742	0.025699	0.5	0.56667
11	62350000	62480000	11	62350000	62480000	255,255,0	0.68019	0.036971	0.012201	0.5	0.5
11	103790000	104040000	11	103790000	104040000	255,255,0	0.99432	0.016784	0.032153	0.67308	0.8141
11	103540000	103770000	11	103540000	103770000	255,255,0	0.90584	0.033338	0.015275	0.81061	0.55303
11	77930000	78120000	11	77930000	78120000	255,255,0	1.0948	0.03138	0.01655	0.74444	0.76667
11	70640000	70800000	11	70640000	70800000	255,255,0	0.89239	0.017467	0.028908	0.57812	0.67188
11	76050000	76230000	11	76050000	76230000	255,255,0	0.9156	0.025741	0.019986	0.64198	0.69136
11	35640000	35850000	11	35640000	35850000	255,255,0	0.97347	0.021395	0.020774	0.71818	0.73636
11	28140000	28370000	11	28140000	28370000	255,255,0	0.8207	0.025389	0.016015	0.73485	0.52273
11	46680000	46860000	11	46680000	46860000	255,255,0	0.86419	0.013138	0.02192	0.59259	0.69136
11	28570000	28720000	11	28570000	28720000	255,255,0	0.65912	0.012266	0.0093901	0.52225	0.53614
12	128730000	131210000	12	128730000	131210000	255,255,0	0.42803	0.20686	0.26546	0.4137	0.41084
12	37850000	39680000	12	37850000	39680000	255,255,0	1.0666	0.11719	0.28367	0.86443	0.43442
12	97410000	98800000	12	97410000	98800000	255,255,0	0.86099	0.20521	0.12702	0.50849	0.72692
12	73110000	74890000	12	73110000	74890000	255,255,0	1.0298	0.16645	0.15683	0.5416	0.83323
12	60970000	62310000	12	60970000	62310000	255,255,0	0.73713	0.097251	0.16918	0.40165	0.68278
12	97730000	98790000	12	97730000	98790000	255,255,0	0.73925	0.13248	0.11087	0.40513	0.69918
12	44340000	45400000	12	44340000	45400000	255,255,0	1.4113	0.10084	0.11537	0.79672	0.88786
12	97750000	98530000	12	97750000	98530000	255,255,0	0.64963	0.086601	0.11337	0.45233	0.53912
12	70240000	71130000	12	70240000	71130000	255,255,0	1.3641	0.1065	0.093359	0.8601	0.81667
12	45510000	46160000	12	45510000	46160000	255,255,0	1.2528	0.088602	0.11086	0.91383	0.53883
12	93250000	93810000	12	93250000	93810000	255,255,0	1.3198	0.13537	0.063948	0.5676	0.92474
12	5180000	5890000	12	5180000	5890000	255,255,0	1.0386	0.085219	0.11388	0.69444	0.61032
12	78880000	79770000	12	78880000	79770000	255,255,0	0.8615	0.10544	0.093399	0.52576	0.66991
12	108400000	108790000	12	108400000	108790000	255,255,0	0.73588	0.038124	0.16002	0.53421	0.52895
12	78850000	79590000	12	78850000	79590000	255,255,0	0.6774	0.094925	0.10284	0.5084	0.50674
12	18600000	19350000	12	18600000	19350000	255,255,0	1.0336	0.13026	0.067046	0.54572	0.76963
12	1730000	1900000	12	1730000	1900000	255,255,0	1.229	0.10452	0.091837	0.70833	0.68056
12	132260000	132570000	12	132260000	132570000	255,255,0	1.5609	0.064773	0.1304	0.79865	0.87117
12	69230000	69640000	12	69230000	69640000	255,255,0	1.1972	0.084055	0.11046	0.85044	0.58365
12	8780000	9220000	12	8780000	9220000	255,255,0	1.2261	0.11124	0.082023	0.76653	0.69628
12	51780000	52380000	12	51780000	52380000	255,255,0	1.2849	0.062118	0.13078	0.83222	0.74556
12	45510000	46390000	12	45510000	46390000	255,255,0	1.4577	0.10726	0.085174	0.88481	0.79287
12	133280000	133440000	12	133280000	133440000	255,255,0	0.93153	0.022557	0.16943	0.57812	0.59375
12	54610000	54820000	12	54610000	54820000	255,255,0	1.3108	0.10967	0.081226	0.73636	0.77273
12	2080000	2800000	12	2080000	2800000	255,255,0	1.4272	0.097686	0.093164	0.7554	0.86188
12	12220000	12870000	12	12220000	12870000	255,255,0	1.1125	0.093996	0.096592	0.50852	0.83239
12	5100000	6070000	12	5100000	6070000	255,255,0	1.6018	0.097953	0.092476	0.78784	0.92815
12	94510000	95390000	12	94510000	95390000	255,255,0	0.99667	0.090946	0.099289	0.72676	0.61519
12	103260000	103940000	12	103260000	103940000	255,255,0	1.5064	0.081307	0.1069	0.87976	0.87284
12	86330000	87320000	12	86330000	87320000	255,255,0	0.95936	0.10122	0.086739	0.76449	0.55551
12	56120000	56500000	12	56120000	56500000	255,255,0	1.2993	0.096794	0.091038	0.88675	0.59188
12	109030000	109230000	12	109030000	109230000	255,255,0	1.1976	0.11054	0.077184	0.73	0.77
12	105560000	105800000	12	105560000	105800000	255,255,0	1.3709	0.094535	0.093084	0.71591	0.8649
12	58930000	59510000	12	58930000	59510000	255,255,0	0.95147	0.087823	0.099751	0.50554	0.74481
12	122720000	122990000	12	122720000	122990000	255,255,0	0.87118	0.11579	0.071328	0.5	0.66484
12	118590000	118830000	12	118590000	118830000	255,255,0	1.5225	0.079396	0.10706	0.78472	0.85417
12	77440000	78110000	12	77440000	78110000	255,255,0	1.2342	0.070622	0.11385	0.87077	0.72282
12	131380000	132190000	12	131380000	132190000	255,255,0	1.3975	0.078137	0.1061	0.61159	0.90183
12	79790000	80590000	12	79790000	80590000	255,255,0	1.3514	0.090847	0.092981	0.87313	0.77063
12	57700000	57880000	12	57700000	57880000	255,255,0	1.1203	0.086995	0.096351	0.66288	0.67045
12	3240000	3400000	12	3240000	3400000	255,255,0	1.0569	0.060233	0.12294	0.63731	0.5887
12	38810000	39640000	12	38810000	39640000	255,255,0	0.57324	0.10977	0.073317	0.42334	0.49539
12	7350000	7940000	12	7350000	7940000	255,255,0	1.6057	0.1082	0.074808	0.88851	0.79425
12	66570000	67170000	12	66570000	67170000	255,255,0	1.0431	0.098103	0.084635	0.77667	0.59222
12	3940000	4660000	12	3940000	4660000	255,255,0	0.7518	0.085403	0.097154	0.56404	0.50077
12	10380000	10850000	12	10380000	10850000	255,255,0	1.0109	0.063832	0.11842	0.65399	0.68659
12	6150000	6400000	12	6150000	6400000	255,255,0	1.2965	0.10984	0.07134	0.72163	0.77548
12	58700000	59560000	12	58700000	59560000	255,255,0	1.4009	0.099056	0.08126	0.84154	0.85735
12	52720000	53400000	12	52720000	53400000	255,255,0	1.6327	0.10345	0.076507	0.82266	0.93858
12	12930000	13400000	12	12930000	13400000	255,255,0	1.53	0.085071	0.092302	0.79167	0.86413
12	55070000	55490000	12	55070000	55490000	255,255,0	1.2048	0.1042	0.072137	0.81633	0.72562
12	1910000	2060000	12	1910000	2060000	255,255,0	0.98753	0.093472	0.082	0.625	0.51786
12	58330000	59570000	12	58330000	59570000	255,255,0	1.6478	0.073413	0.10125	0.96514	0.77588
12	120980000	121700000	12	120980000	121700000	255,255,0	1.54	0.1006	0.073866	0.86806	0.90818
12	49690000	49980000	12	49690000	49980000	255,255,0	1.282	0.083565	0.090439	0.80476	0.76667
12	18350000	19450000	12	18350000	19450000	255,255,0	1.6975	0.080559	0.091012	0.95405	0.81124
12	27060000	27860000	12	27060000	27860000	255,255,0	1.1155	0.090759	0.080559	0.55937	0.85062
12	58730000	59310000	12	58730000	59310000	255,255,0	1.0714	0.076044	0.09464	0.78716	0.63734
12	52740000	53270000	12	52740000	53270000	255,255,0	1.5815	0.079223	0.090268	0.85043	0.94729
12	78550000	79780000	12	78550000	79780000	255,255,0	1.4826	0.080023	0.087704	0.92491	0.79177
12	41640000	42460000	12	41640000	42460000	255,255,0	1.0339	0.080673	0.086932	0.62721	0.76695
12	43800000	44320000	12	43800000	44320000	255,255,0	1.1194	0.089888	0.077717	0.74408	0.73521
12	56570000	56910000	12	56570000	56910000	255,255,0	0.69296	0.071204	0.096382	0.51211	0.52595
12	75130000	75610000	12	75130000	75610000	255,255,0	0.94774	0.084623	0.082851	0.79925	0.50259
12	112140000	112870000	12	112140000	112870000	255,255,0	1.5332	0.09756	0.068425	0.71513	0.96059
12	20830000	21420000	12	20830000	21420000	255,255,0	1.0533	0.07056	0.095221	0.77356	0.63563
12	65190000	65640000	12	65190000	65640000	255,255,0	1.4655	0.070116	0.095617	0.92688	0.79644
12	99460000	100140000	12	99460000	100140000	255,255,0	1.0831	0.085851	0.079333	0.77941	0.66696
12	97870000	98500000	12	97870000	98500000	255,255,0	0.53966	0.068998	0.095662	0.4002	0.46673
12	79790000	79950000	12	79790000	79950000	255,255,0	0.9014	0.10811	0.056372	0.64062	0.54688
12	104560000	104750000	12	104560000	104750000	255,255,0	1.1656	0.052316	0.1121	0.65556	0.76667
12	48110000	48590000	12	48110000	48590000	255,255,0	0.88084	0.084708	0.078727	0.72396	0.50174
12	55550000	56020000	12	55550000	56020000	255,255,0	1.493	0.070763	0.092273	0.80254	0.92572
12	91560000	91750000	12	91560000	91750000	255,255,0	1.2198	0.038626	0.12392	0.67778	0.76667
12	109930000	110240000	12	109930000	110240000	255,255,0	1.3107	0.07045	0.091481	0.77083	0.84583
12	71170000	71760000	12	71170000	71760000	255,255,0	0.84875	0.07682	0.085042	0.59425	0.64023
12	53420000	53910000	12	53420000	53910000	255,255,0	1.5467	0.071032	0.090611	0.92167	0.835
12	69760000	69990000	12	69760000	69990000	255,255,0	1.4365	0.077383	0.082912	0.84091	0.82576
12	38900000	39520000	12	38900000	39520000	255,255,0	0.48626	0.081194	0.078608	0.40166	0.40044
12	107350000	107500000	12	107350000	107500000	255,255,0	0.97437	0.068076	0.091583	0.625	0.625
12	117650000	118280000	12	117650000	118280000	255,255,0	1.6437	0.065918	0.093631	0.95867	0.88206
12	64050000	64210000	12	64050000	64210000	255,255,0	0.96464	0.041413	0.11725	0.54688	0.67188
12	68730000	69090000	12	68730000	69090000	255,255,0	1.4783	0.062565	0.095799	0.91049	0.85494
12	64840000	65150000	12	64840000	65150000	255,255,0	1.5905	0.080492	0.077287	0.8375	0.90417
12	25350000	25560000	12	25350000	25560000	255,255,0	1.3519	0.075102	0.082625	0.79091	0.77273
12	24990000	25340000	12	24990000	25340000	255,255,0	1.085	0.081959	0.074808	0.78105	0.63072
12	57150000	57390000	12	57150000	57390000	255,255,0	1.468	0.07196	0.084095	0.85417	0.84028
12	53910000	54090000	12	53910000	54090000	255,255,0	1.1817	0.079711	0.076096	0.71605	0.74074
12	19890000	20790000	12	19890000	20790000	255,255,0	1.3523	0.076869	0.078847	0.80988	0.80988
12	91770000	93070000	12	91770000	93070000	255,255,0	1.7316	0.071888	0.083412	0.91929	0.92497
12	77430000	78330000	12	77430000	78330000	255,255,0	1.4659	0.078348	0.076819	0.87605	0.89383
12	1730000	2090000	12	1730000	2090000	255,255,0	1.0608	0.078755	0.076373	0.81173	0.50309
12	18380000	19350000	12	18380000	19350000	255,255,0	1.5784	0.08307	0.072018	0.94345	0.76042
12	13160000	13400000	12	13160000	13400000	255,255,0	1.2995	0.058885	0.095991	0.59028	0.85417
12	28340000	29180000	12	28340000	29180000	255,255,0	1.3856	0.08498	0.069677	0.72983	0.94628
12	93150000	93820000	12	93150000	93820000	255,255,0	1.6216	0.086045	0.067418	0.86364	0.91533
12	108320000	108900000	12	108320000	108900000	255,255,0	1.4838	0.068885	0.084109	0.78002	0.92033
12	120540000	120730000	12	120540000	120730000	255,255,0	0.98108	0.069628	0.083347	0.74444	0.5
12	34270000	34860000	12	34270000	34860000	255,255,0	1.5635	0.10802	0.044906	0.61494	0.95287
12	70970000	71130000	12	70970000	71130000	255,255,0	1.0504	0.074567	0.078264	0.67188	0.67188
12	114400000	115050000	12	114400000	115050000	255,255,0	1.4711	0.062561	0.090076	0.87595	0.85133
12	30990000	31400000	12	30990000	31400000	255,255,0	1.3493	0.063478	0.089019	0.89762	0.77857
12	54140000	54610000	12	54140000	54610000	255,255,0	1.5681	0.078908	0.073385	0.90399	0.89312
12	115090000	116360000	12	115090000	116360000	255,255,0	1.843	0.066314	0.085951	0.95412	0.94122
12	53440000	53600000	12	53440000	53600000	255,255,0	0.90476	0.12966	0.022372	0.67188	0.51562
12	42860000	43740000	12	42860000	43740000	255,255,0	1.4945	0.081504	0.070335	0.84659	0.9189
12	27870000	29200000	12	27870000	29200000	255,255,0	1.7774	0.069958	0.081691	0.95296	0.92305
12	9440000	9630000	12	9440000	9630000	255,255,0	1.1044	0.080452	0.070683	0.72222	0.67778
12	67710000	68390000	12	67710000	68390000	255,255,0	1.4251	0.073455	0.077456	0.8417	0.89187
12	110480000	110870000	12	110480000	110870000	255,255,0	1.556	0.079201	0.071656	0.88684	0.90263
12	119500000	119990000	12	119500000	119990000	255,255,0	1.1785	0.054699	0.095939	0.63833	0.85833
12	46510000	47420000	12	46510000	47420000	255,255,0	1.5198	0.10418	0.046194	0.82754	0.94444
12	104770000	105410000	12	104770000	105410000	255,255,0	1.6778	0.060938	0.089114	0.94629	0.89941
12	15740000	16040000	12	15740000	16040000	255,255,0	1.7708	0.078681	0.070766	0.90667	0.90667
12	124840000	125260000	12	124840000	125260000	255,255,0	1.756	0.069553	0.079801	0.90249	0.93424
12	102300000	103180000	12	102300000	103180000	255,255,0	1.5319	0.086923	0.060555	0.797	0.95919
12	56880000	57030000	12	56880000	57030000	255,255,0	0.84012	0.078446	0.068518	0.55357	0.55357
12	121010000	121440000	12	121010000	121440000	255,255,0	1.1811	0.074632	0.072156	0.829	0.68615
12	9430000	9880000	12	9430000	9880000	255,255,0	0.90362	0.08029	0.06507	0.70553	0.53557
12	78340000	78540000	12	78340000	78540000	255,255,0	1.2736	0.083802	0.061359	0.79	0.77
12	54380000	54600000	12	54380000	54600000	255,255,0	1.3305	0.050343	0.093555	0.79339	0.82645
12	25120000	25310000	12	25120000	25310000	255,255,0	1.2592	0.065085	0.078792	0.74444	0.76667
12	14920000	15170000	12	14920000	15170000	255,255,0	1.2915	0.075757	0.068039	0.80128	0.71154
12	56580000	57020000	12	56580000	57020000	255,255,0	1.0323	0.064783	0.078773	0.64256	0.7624
12	112620000	112860000	12	112620000	112860000	255,255,0	1.2791	0.041435	0.10165	0.60417	0.85417
12	85250000	85460000	12	85250000	85460000	255,255,0	1.2867	0.070053	0.072979	0.80909	0.79091
12	52520000	53400000	12	52520000	53400000	255,255,0	1.8644	0.079024	0.063541	0.9344	0.96229
12	49440000	49660000	12	49440000	49660000	255,255,0	1.3537	0.068374	0.074169	0.80992	0.82645
12	64650000	64800000	12	64650000	64800000	255,255,0	0.85973	0.060234	0.08157	0.51786	0.625
12	110890000	111060000	12	110890000	111060000	255,255,0	1.0603	0.072826	0.068755	0.68056	0.65278
12	82200000	82690000	12	82200000	82690000	255,255,0	1.2112	0.069886	0.07115	0.675	0.875
12	7360000	7640000	12	7360000	7640000	255,255,0	1.2989	0.096878	0.043623	0.89286	0.59694
12	87410000	88420000	12	87410000	88420000	255,255,0	1.4322	0.078579	0.061878	0.62039	0.9749
12	510000	680000	12	510000	680000	255,255,0	1.0607	0.073716	0.066644	0.68056	0.68056
12	11370000	11650000	12	11370000	11650000	255,255,0	1.5658	0.052995	0.087139	0.85204	0.88265
12	117140000	117610000	12	117140000	117610000	255,255,0	1.1791	0.062124	0.077422	0.63949	0.85326
12	95950000	96250000	12	95950000	96250000	255,255,0	1.4993	0.068445	0.07109	0.88	0.84444
12	123270000	123740000	12	123270000	123740000	255,255,0	1.0772	0.084098	0.055416	0.5308	0.85688
12	48100000	48240000	12	48100000	48240000	255,255,0	0.82787	0.11525	0.023778	0.57143	0.53061
12	96620000	96920000	12	96620000	96920000	255,255,0	1.6154	0.061479	0.07736	0.79111	0.90667
12	109540000	109850000	12	109540000	109850000	255,255,0	1.2749	0.08102	0.057652	0.89583	0.69918
12	31550000	31800000	12	31550000	31800000	255,255,0	1.5006	0.066779	0.071394	0.85256	0.86538
12	14370000	14650000	12	14370000	14650000	255,255,0	1.3262	0.081779	0.055878	0.82143	0.75
12	120740000	120970000	12	120740000	120970000	255,255,0	1.2296	0.078587	0.05864	0.82576	0.65909
12	75720000	75900000	12	75720000	75900000	255,255,0	1.2027	0.045511	0.09102	0.74074	0.74074
12	45560000	45810000	12	45560000	45810000	255,255,0	1.5275	0.089375	0.04641	0.86538	0.85256
12	96970000	97410000	12	96970000	97410000	255,255,0	1.5056	0.074596	0.061002	0.94008	0.76653
12	91360000	91550000	12	91360000	91550000	255,255,0	1.174	0.10553	0.029914	0.76667	0.65556
12	62990000	63190000	12	62990000	63190000	255,255,0	1.3031	0.053801	0.080586	0.75	0.79
12	10390000	10720000	12	10390000	10720000	255,255,0	1.1361	0.06143	0.072727	0.67279	0.79044
12	101160000	101730000	12	101160000	101730000	255,255,0	1.1877	0.065911	0.067851	0.73276	0.82882
12	51150000	51770000	12	51150000	51770000	255,255,0	1.0212	0.073975	0.058632	0.5744	0.80749
12	6680000	6970000	12	6680000	6970000	255,255,0	1.4692	0.050603	0.081805	0.8619	0.84286
12	106770000	107350000	12	106770000	107350000	255,255,0	1.7072	0.072844	0.058689	0.93698	0.96314
12	57910000	58140000	12	57910000	58140000	255,255,0	1.3867	0.068648	0.062262	0.81061	0.84091
12	27550000	27830000	12	27550000	27830000	255,255,0	1.5968	0.056081	0.074603	0.88265	0.89286
12	120100000	120530000	12	120100000	120530000	255,255,0	1.5937	0.066169	0.06423	0.89394	0.92424
12	111360000	111760000	12	111360000	111760000	255,255,0	1.5334	0.059505	0.070641	0.8475	0.9425
12	53420000	53710000	12	53420000	53710000	255,255,0	1.2278	0.075143	0.054671	0.9	0.58571
12	8230000	8400000	12	8230000	8400000	255,255,0	1.1205	0.079179	0.050423	0.68056	0.70833
12	92550000	92980000	12	92550000	92980000	255,255,0	1.3566	0.050035	0.077954	0.84632	0.87229
12	8800000	9060000	12	8800000	9060000	255,255,0	1.2402	0.078949	0.04873	0.80473	0.71006
12	17880000	18040000	12	17880000	18040000	255,255,0	0.83701	0.066152	0.060993	0.54688	0.54688
12	57450000	57640000	12	57450000	57640000	255,255,0	1.097	0.064393	0.062491	0.7	0.72222
12	52540000	52730000	12	52540000	52730000	255,255,0	1.2421	0.078466	0.04837	0.76667	0.76667
12	32500000	32890000	12	32500000	32890000	255,255,0	1.6903	0.057493	0.069029	0.91842	0.92895
12	88240000	88400000	12	88240000	88400000	255,255,0	0.87157	0.028776	0.097705	0.51562	0.64062
12	48600000	49040000	12	48600000	49040000	255,255,0	1.624	0.059452	0.066896	0.91116	0.94008
12	84220000	84830000	12	84220000	84830000	255,255,0	1.0752	0.059039	0.066902	0.66129	0.79677
12	59300000	59500000	12	59300000	59500000	255,255,0	1.1043	0.042183	0.083716	0.71	0.73
12	7980000	8200000	12	7980000	8200000	255,255,0	1.3763	0.068584	0.05718	0.82645	0.80992
12	22210000	22570000	12	22210000	22570000	255,255,0	1.4293	0.059086	0.066276	0.91049	0.8179
12	59790000	60230000	12	59790000	60230000	255,255,0	0.86472	0.081165	0.044064	0.58884	0.66736
12	49080000	49390000	12	49080000	49390000	255,255,0	0.89521	0.059558	0.064689	0.67083	0.57917
12	121910000	122120000	12	121910000	122120000	255,255,0	1.3599	0.063548	0.060456	0.79091	0.80909
12	69240000	69500000	12	69240000	69500000	255,255,0	1.3622	0.074534	0.049424	0.87574	0.7574
12	88490000	89400000	12	88490000	89400000	255,255,0	1.7804	0.058271	0.065631	0.9686	0.8745
12	125260000	125410000	12	125260000	125410000	255,255,0	0.93374	0.061344	0.062478	0.58929	0.58929
12	58370000	58700000	12	58370000	58700000	255,255,0	1.4913	0.078255	0.045202	0.91544	0.82721
12	123750000	124120000	12	123750000	124120000	255,255,0	1.5494	0.052562	0.070688	0.89766	0.89766
12	42510000	42750000	12	42510000	42750000	255,255,0	1.3122	0.067824	0.055259	0.85417	0.79861
12	22610000	22830000	12	22610000	22830000	255,255,0	1.2174	0.061983	0.061016	0.76033	0.76033
12	124860000	125050000	12	124860000	125050000	255,255,0	0.97509	0.09738	0.0253	0.74444	0.5
12	96430000	96610000	12	96430000	96610000	255,255,0	1.1398	0.057552	0.06503	0.69136	0.74074
12	90670000	91310000	12	90670000	91310000	255,255,0	1.3082	0.059353	0.063066	0.64258	0.92871
12	93890000	94160000	12	93890000	94160000	255,255,0	1.137	0.091089	0.029716	0.7967	0.66484
12	51790000	52240000	12	51790000	52240000	255,255,0	1.5496	0.040636	0.080099	0.93874	0.90316
12	77010000	77190000	12	77010000	77190000	255,255,0	1.1714	0.072826	0.0478	0.74074	0.74074
12	121730000	121900000	12	121730000	121900000	255,255,0	1.1313	0.059841	0.060212	0.70833	0.70833
12	111820000	112130000	12	111820000	112130000	255,255,0	1.162	0.07817	0.041638	0.82917	0.65417
12	132980000	133200000	12	132980000	133200000	255,255,0	1.0076	0.055752	0.063937	0.5124	0.7438
12	24190000	24960000	12	24190000	24960000	255,255,0	1.4486	0.050316	0.068689	0.76046	0.95749
12	40140000	40530000	12	40140000	40530000	255,255,0	0.87913	0.057565	0.061267	0.68684	0.56053
12	105800000	106590000	12	105800000	106590000	255,255,0	1.8064	0.049269	0.069195	0.96987	0.92372
12	91350000	91760000	12	91350000	91760000	255,255,0	1.8683	0.060704	0.057319	0.93095	0.94048
12	49990000	50150000	12	49990000	50150000	255,255,0	0.85854	0.069876	0.047905	0.57812	0.60938
