chr1	x1	x2	chr2	y1	y2	color	f1	f2	f3	f4	f5
2	166800000	167030000	2	166800000	167030000	255,255,0	1.1989	0.047817	0.061222	0.79545	0.73485
2	18580000	18930000	2	18580000	18930000	255,255,0	1.1439	0.055119	0.053614	0.80065	0.80065
2	215910000	216130000	2	215910000	216130000	255,255,0	0.91181	0.019728	0.088923	0.51542	0.79819
2	238700000	239200000	2	238700000	239200000	255,255,0	1.7146	0.054205	0.054232	0.9152	0.9632
2	182790000	182970000	2	182790000	182970000	255,255,0	1.0469	0.035099	0.073292	0.66667	0.69136
2	157170000	157450000	2	157170000	157450000	255,255,0	1.3996	0.060265	0.047888	0.84184	0.88265
2	225650000	225980000	2	225650000	225980000	255,255,0	1.2416	0.056008	0.051908	0.90809	0.66544
2	208610000	208950000	2	208610000	208950000	255,255,0	1.4816	0.054984	0.052906	0.89965	0.92734
2	239430000	239700000	2	239430000	239700000	255,255,0	1.0409	0.030828	0.076957	0.73077	0.79121
2	99240000	99720000	2	99240000	99720000	255,255,0	1.2503	0.053186	0.054582	0.86127	0.76955
2	134630000	135210000	2	134630000	135210000	255,255,0	1.7579	0.048988	0.058503	0.956	0.92509
2	219540000	219730000	2	219540000	219730000	255,255,0	1.0607	0.054862	0.052616	0.72222	0.72222
2	148720000	149270000	2	148720000	149270000	255,255,0	1.7272	0.057402	0.050066	0.96693	0.95635
2	121850000	122100000	2	121850000	122100000	255,255,0	1.4216	0.058352	0.048964	0.85256	0.85256
2	109490000	109730000	2	109490000	109730000	255,255,0	1.1955	0.052282	0.054927	0.79861	0.79861
2	236680000	237110000	2	236680000	237110000	255,255,0	1.6564	0.045159	0.061972	0.95455	0.91558
2	79840000	80100000	2	79840000	80100000	255,255,0	1.2637	0.041416	0.065667	0.65089	0.85207
2	232330000	232460000	2	232330000	232460000	255,255,0	0.74382	0.066395	0.040641	0.5	0.5
2	135230000	135670000	2	135230000	135670000	255,255,0	1.6959	0.05383	0.053039	0.91942	0.94835
2	12860000	13160000	2	12860000	13160000	255,255,0	1.4564	0.038412	0.068151	0.86222	0.90667
2	38160000	38510000	2	38160000	38510000	255,255,0	1.5247	0.068183	0.038287	0.92484	0.89869
2	29020000	29170000	2	29020000	29170000	255,255,0	0.80447	0.040251	0.066125	0.55357	0.58929
2	27910000	28640000	2	27910000	28640000	255,255,0	1.8408	0.049144	0.057061	0.97372	0.96922
2	15300000	15740000	2	15300000	15740000	255,255,0	1.2056	0.041126	0.06502	0.57645	0.93182
2	9940000	10200000	2	9940000	10200000	255,255,0	1.4156	0.042936	0.063176	0.87574	0.87574
2	238490000	238700000	2	238490000	238700000	255,255,0	1.0883	0.046252	0.059826	0.635	0.80533
2	42600000	43030000	2	42600000	43030000	255,255,0	1.5384	0.047703	0.058167	0.87662	0.92857
2	42320000	42570000	2	42320000	42570000	255,255,0	1.4438	0.048433	0.057166	0.85256	0.86538
2	218380000	218620000	2	218380000	218620000	255,255,0	1.3464	0.029741	0.075748	0.84028	0.85417
2	201390000	201580000	2	201390000	201580000	255,255,0	1.0636	0.064106	0.040666	0.76667	0.67778
2	208340000	208490000	2	208340000	208490000	255,255,0	0.89675	0.080179	0.024258	0.625	0.625
2	71520000	71750000	2	71520000	71750000	255,255,0	1.0834	0.048577	0.05585	0.58333	0.79545
2	192670000	193030000	2	192670000	193030000	255,255,0	1.3834	0.047577	0.056795	0.79938	0.91049
2	149400000	149570000	2	149400000	149570000	255,255,0	0.97573	0.043715	0.060297	0.70833	0.68056
2	222470000	222850000	2	222470000	222850000	255,255,0	1.4014	0.054538	0.049259	0.90305	0.88089
2	44700000	45150000	2	44700000	45150000	255,255,0	1.1639	0.057977	0.045777	0.73715	0.85573
2	241420000	241760000	2	241420000	241760000	255,255,0	1.0071	0.055156	0.04812	0.69896	0.70588
2	134870000	135210000	2	134870000	135210000	255,255,0	1.3243	0.046221	0.057021	0.66512	0.92506
2	53530000	53990000	2	53530000	53990000	255,255,0	1.3626	0.040623	0.062559	0.69187	0.93762
2	231050000	231480000	2	231050000	231480000	255,255,0	1.0898	0.052552	0.050619	0.65152	0.84199
2	58130000	58480000	2	58130000	58480000	255,255,0	1.1579	0.063725	0.039157	0.84641	0.74183
2	122120000	122290000	2	122120000	122290000	255,255,0	1.0398	0.070611	0.032224	0.70833	0.65278
2	177090000	177320000	2	177090000	177320000	255,255,0	0.91641	0.071345	0.031217	0.77846	0.51613
2	148750000	148980000	2	148750000	148980000	255,255,0	1.0404	0.085729	0.016738	0.84091	0.50758
2	133380000	133930000	2	133380000	133930000	255,255,0	1.206	0.063698	0.038747	0.79497	0.81878
2	143790000	144040000	2	143790000	144040000	255,255,0	1.2489	0.065181	0.037256	0.86538	0.75
2	197970000	198250000	2	197970000	198250000	255,255,0	1.3516	0.034586	0.067843	0.71939	0.87245
2	26800000	26990000	2	26800000	26990000	255,255,0	1.0008	0.044141	0.058203	0.61111	0.76667
2	176550000	176950000	2	176550000	176950000	255,255,0	1.3966	0.044529	0.057804	0.7625	0.9375
2	139170000	139560000	2	139170000	139560000	255,255,0	1.0865	0.034442	0.067847	0.50263	0.87632
2	168980000	169140000	2	168980000	169140000	255,255,0	0.81762	0.043768	0.05806	0.51562	0.57812
2	168800000	168980000	2	168800000	168980000	255,255,0	1.12	0.054129	0.04734	0.74074	0.71605
2	27950000	28180000	2	27950000	28180000	255,255,0	1.0008	0.09047	0.010936	0.84091	0.53788
2	239230000	239390000	2	239230000	239390000	255,255,0	0.88958	0.069272	0.032028	0.67188	0.54688
2	66800000	67450000	2	66800000	67450000	255,255,0	1.5421	0.068389	0.032582	0.92708	0.90436
2	225990000	226520000	2	225990000	226520000	255,255,0	1.4555	0.055123	0.045226	0.75356	0.96724
2	113510000	113720000	2	113510000	113720000	255,255,0	1.2136	0.044405	0.055941	0.79091	0.80909
2	6480000	6910000	2	6480000	6910000	255,255,0	1.3285	0.032114	0.067851	0.86364	0.90693
2	235200000	235430000	2	235200000	235430000	255,255,0	1.1254	0.019949	0.079967	0.56818	0.84091
2	133010000	133300000	2	133010000	133300000	255,255,0	1.0181	0.057224	0.042403	0.77619	0.59524
2	188720000	189150000	2	188720000	189150000	255,255,0	0.67156	0.038248	0.061259	0.5	0.50866
2	208340000	208600000	2	208340000	208600000	255,255,0	1.114	0.056306	0.043145	0.78107	0.72189
2	203140000	203420000	2	203140000	203420000	255,255,0	1.4352	0.049319	0.050077	0.86224	0.89286
2	183040000	183530000	2	183040000	183530000	255,255,0	1.7784	0.044684	0.054588	0.94833	0.95167
2	6590000	6900000	2	6590000	6900000	255,255,0	0.97118	0.042176	0.056823	0.50685	0.86637
2	134320000	134600000	2	134320000	134600000	255,255,0	1.4612	0.028429	0.070312	0.82143	0.89286
2	162830000	163000000	2	162830000	163000000	255,255,0	0.99502	0.060776	0.03784	0.65278	0.65278
2	198380000	198650000	2	198380000	198650000	255,255,0	1.1942	0.052894	0.045495	0.81868	0.71978
2	204820000	205120000	2	204820000	205120000	255,255,0	0.93339	0.051698	0.046527	0.72	0.63111
2	64550000	64740000	2	64550000	64740000	255,255,0	1.1435	0.035487	0.062695	0.72222	0.74444
2	62680000	63010000	2	62680000	63010000	255,255,0	1.6534	0.056449	0.041666	0.92279	0.90809
2	99950000	100130000	2	99950000	100130000	255,255,0	1.0629	0.03461	0.063412	0.69136	0.74074
2	68080000	68270000	2	68080000	68270000	255,255,0	1.1897	0.022301	0.075265	0.72222	0.76667
2	97640000	97780000	2	97640000	97780000	255,255,0	0.77701	0.025922	0.071641	0.53061	0.57143
2	97510000	97640000	2	97510000	97640000	255,255,0	0.74794	0.051621	0.045906	0.52344	0.53906
2	128920000	129080000	2	128920000	129080000	255,255,0	0.89691	0.04297	0.054416	0.64062	0.60938
2	108110000	108400000	2	108110000	108400000	255,255,0	0.63087	0.038338	0.059021	0.5	0.5
2	160150000	160620000	2	160150000	160620000	255,255,0	1.3596	0.047361	0.04999	0.7663	0.91123
2	202090000	202260000	2	202090000	202260000	255,255,0	0.98788	0.06683	0.030414	0.70833	0.65278
2	48140000	48330000	2	48140000	48330000	255,255,0	1.1479	0.053044	0.044048	0.74444	0.76667
2	239010000	239180000	2	239010000	239180000	255,255,0	0.91815	0.015389	0.081574	0.54167	0.70833
2	191180000	191690000	2	191180000	191690000	255,255,0	0.74488	0.04276	0.053978	0.5	0.59356
2	63290000	63780000	2	63290000	63780000	255,255,0	1.2817	0.043038	0.053688	0.81167	0.85167
2	189150000	189380000	2	189150000	189380000	255,255,0	1.3531	0.0349	0.061002	0.75	0.84091
2	165870000	166090000	2	165870000	166090000	255,255,0	1.0437	0.04581	0.049942	0.69421	0.69421
2	226540000	226750000	2	226540000	226750000	255,255,0	1.1333	0.080844	0.014851	0.80909	0.66364
2	200830000	201160000	2	200830000	201160000	255,255,0	1.4572	0.064174	0.031211	0.92279	0.76838
2	133940000	134610000	2	133940000	134610000	255,255,0	1.6385	0.048596	0.04677	0.89037	0.95633
2	200170000	200340000	2	200170000	200340000	255,255,0	0.91009	0.016794	0.078155	0.505	0.74917
2	196530000	196800000	2	196530000	196800000	255,255,0	1.348	0.0389	0.055891	0.80769	0.87363
2	223820000	223980000	2	223820000	223980000	255,255,0	0.86483	0.06791	0.026306	0.67188	0.54688
2	350000	610000	2	350000	610000	255,255,0	0.86963	0.047102	0.046765	0.57988	0.72189
2	129080000	129510000	2	129080000	129510000	255,255,0	1.5183	0.044951	0.048558	0.93723	0.91991
2	111870000	112030000	2	111870000	112030000	255,255,0	0.83922	0.058013	0.035352	0.67188	0.51562
2	74660000	74830000	2	74660000	74830000	255,255,0	1.0147	0.043005	0.049944	0.625	0.68056
2	38530000	38760000	2	38530000	38760000	255,255,0	1.2841	0.051397	0.041272	0.84091	0.81061
2	233440000	233690000	2	233440000	233690000	255,255,0	0.96897	0.050011	0.042352	0.76282	0.54487
2	215270000	215700000	2	215270000	215700000	255,255,0	0.76376	0.045023	0.047048	0.53143	0.63424
2	211090000	211280000	2	211090000	211280000	255,255,0	0.74219	0.053662	0.038219	0.56667	0.54444
2	71060000	71210000	2	71060000	71210000	255,255,0	0.82958	0.041643	0.050209	0.51786	0.58929
2	100340000	100870000	2	100340000	100870000	255,255,0	1.1391	0.038391	0.053395	0.5114	0.96154
2	48820000	49180000	2	48820000	49180000	255,255,0	1.3679	0.056472	0.034767	0.86728	0.87963
2	37630000	37870000	2	37630000	37870000	255,255,0	1.2294	0.058682	0.032511	0.85417	0.72917
2	173410000	173630000	2	173410000	173630000	255,255,0	1.1951	0.055477	0.035638	0.79339	0.77686
2	27020000	27260000	2	27020000	27260000	255,255,0	1.0447	0.04499	0.045589	0.74306	0.71528
2	189390000	189850000	2	189390000	189850000	255,255,0	1.6033	0.033494	0.056739	0.95652	0.73764
2	62130000	62650000	2	62130000	62650000	255,255,0	1.7947	0.044705	0.045434	0.96598	0.94231
2	180290000	180620000	2	180290000	180620000	255,255,0	1.3864	0.043482	0.04651	0.78287	0.91793
2	64250000	64550000	2	64250000	64550000	255,255,0	1.1643	0.06035	0.029568	0.85333	0.69333
2	205180000	205570000	2	205180000	205570000	255,255,0	1.3801	0.049653	0.040093	0.93947	0.84474
2	185460000	185810000	2	185460000	185810000	255,255,0	1.0381	0.046493	0.042861	0.78758	0.64379
2	235460000	236020000	2	235460000	236020000	255,255,0	1.9131	0.036803	0.05225	0.96811	0.95791
2	61410000	61720000	2	61410000	61720000	255,255,0	1.4503	0.054225	0.034323	0.90417	0.87083
2	196180000	196530000	2	196180000	196530000	255,255,0	1.4145	0.040307	0.048215	0.89869	0.83333
2	32060000	32400000	2	32060000	32400000	255,255,0	1.2214	0.051633	0.036877	0.87197	0.78893
2	172020000	172290000	2	172020000	172290000	255,255,0	1.2315	0.026766	0.061595	0.78571	0.87363
2	26640000	26980000	2	26640000	26980000	255,255,0	0.75966	0.030234	0.058048	0.57439	0.60208
2	66840000	67030000	2	66840000	67030000	255,255,0	0.95805	0.075579	0.012696	0.72753	0.51069
2	176210000	176520000	2	176210000	176520000	255,255,0	0.86943	0.04897	0.039257	0.75417	0.55417
2	24020000	24310000	2	24020000	24310000	255,255,0	1.3362	0.056862	0.03115	0.9	0.81429
2	173660000	173880000	2	173660000	173880000	255,255,0	1.1225	0.050402	0.037144	0.77686	0.76033
2	174960000	175190000	2	174960000	175190000	255,255,0	1.0096	0.027841	0.059481	0.52273	0.81061
2	165580000	165850000	2	165580000	165850000	255,255,0	1.0759	0.045848	0.041231	0.7967	0.66484
2	61750000	62090000	2	61750000	62090000	255,255,0	1.4332	0.039426	0.047471	0.76125	0.92734
2	8670000	8830000	2	8670000	8830000	255,255,0	0.90038	0.015159	0.071414	0.64062	0.64062
2	3740000	3900000	2	3740000	3900000	255,255,0	0.8785	0.050074	0.036487	0.67188	0.57812
2	152880000	153030000	2	152880000	153030000	255,255,0	0.88524	0.044289	0.041942	0.58929	0.625
2	75400000	75640000	2	75400000	75640000	255,255,0	1.1057	0.029106	0.057071	0.64583	0.78472
2	65290000	65460000	2	65290000	65460000	255,255,0	1.048	0.032283	0.053843	0.65278	0.70833
2	88350000	88500000	2	88350000	88500000	255,255,0	0.83803	0.055458	0.030067	0.58929	0.55357
2	98410000	98630000	2	98410000	98630000	255,255,0	1.1921	0.052992	0.031939	0.80992	0.7438
2	19880000	20080000	2	19880000	20080000	255,255,0	1.1197	0.018704	0.066176	0.75	0.79
2	181960000	182330000	2	181960000	182330000	255,255,0	1.2406	0.049795	0.034877	0.88579	0.69814
2	234390000	234750000	2	234390000	234750000	255,255,0	0.97688	0.049302	0.03531	0.65741	0.73148
2	188460000	188710000	2	188460000	188710000	255,255,0	1.2459	0.056613	0.027767	0.80128	0.80128
2	80150000	80490000	2	80150000	80490000	255,255,0	1.311	0.048431	0.035893	0.92734	0.56055
2	68690000	68920000	2	68690000	68920000	255,255,0	1.2799	0.050754	0.033352	0.82576	0.79545
2	71800000	72080000	2	71800000	72080000	255,255,0	1.0159	0.06644	0.017478	0.81122	0.5051
2	214660000	215150000	2	214660000	215150000	255,255,0	0.92529	0.043549	0.039834	0.785	0.585
2	220030000	220230000	2	220030000	220230000	255,255,0	1.0061	0.032702	0.050157	0.69	0.75
2	120130000	120440000	2	120130000	120440000	255,255,0	0.71776	0.037024	0.044818	0.52844	0.57753
2	7020000	7210000	2	7020000	7210000	255,255,0	0.85884	0.048525	0.033259	0.7	0.56667
2	160950000	161130000	2	160950000	161130000	255,255,0	1.0716	0.050294	0.031485	0.74074	0.71605
2	39570000	39760000	2	39570000	39760000	255,255,0	0.92936	0.050545	0.030479	0.74128	0.6253
2	128260000	128630000	2	128260000	128630000	255,255,0	0.96652	0.039765	0.041102	0.60526	0.76316
2	191640000	191870000	2	191640000	191870000	255,255,0	1.2605	0.023102	0.057655	0.79545	0.84091
2	153040000	153190000	2	153040000	153190000	255,255,0	0.88609	0.05778	0.022827	0.625	0.58929
2	190650000	190940000	2	190650000	190940000	255,255,0	1.3939	0.053811	0.025797	0.89048	0.8619
2	40720000	41000000	2	40720000	41000000	255,255,0	1.0521	0.038691	0.040473	0.68878	0.82143
2	127270000	127540000	2	127270000	127540000	255,255,0	1.072	0.043696	0.035091	0.68681	0.81868
2	238740000	238970000	2	238740000	238970000	255,255,0	1.1301	0.059386	0.019036	0.81061	0.68939
2	67460000	67880000	2	67460000	67880000	255,255,0	1.0346	0.038675	0.039736	0.71655	0.69841
2	174760000	174950000	2	174760000	174950000	255,255,0	1.0488	0.043742	0.034631	0.72222	0.72222
2	103080000	103280000	2	103080000	103280000	255,255,0	1.0224	0.043016	0.035165	0.71	0.75
2	18360000	18570000	2	18360000	18570000	255,255,0	1.0395	0.021858	0.056151	0.71818	0.75455
2	97240000	97470000	2	97240000	97470000	255,255,0	1.141	0.039982	0.037895	0.79545	0.75
2	100170000	100340000	2	100170000	100340000	255,255,0	0.87161	0.061973	0.015816	0.64583	0.625
2	119280000	119620000	2	119280000	119620000	255,255,0	1.2152	0.030979	0.046738	0.72664	0.91869
2	24630000	25050000	2	24630000	25050000	255,255,0	1.4512	0.033514	0.044159	0.93878	0.90249
2	201170000	201350000	2	201170000	201350000	255,255,0	1.0622	0.025375	0.052218	0.71605	0.74074
2	175870000	176060000	2	175870000	176060000	255,255,0	0.94157	0.040137	0.037323	0.67778	0.63333
2	99790000	99950000	2	99790000	99950000	255,255,0	0.85722	0.046355	0.031049	0.64062	0.57812
2	80500000	80770000	2	80500000	80770000	255,255,0	0.99004	0.030576	0.046657	0.55495	0.78571
2	146700000	147080000	2	146700000	147080000	255,255,0	0.76386	0.046231	0.03067	0.5928	0.57618
2	133940000	134320000	2	133940000	134320000	255,255,0	1.2624	0.039876	0.036999	0.91967	0.7313
2	204090000	204320000	2	204090000	204320000	255,255,0	1.2007	0.036805	0.039842	0.79545	0.82576
2	172410000	172560000	2	172410000	172560000	255,255,0	0.81449	0.041173	0.035467	0.625	0.55357
2	141610000	141850000	2	141610000	141850000	255,255,0	0.9065	0.041607	0.034995	0.65972	0.65972
2	227980000	228180000	2	227980000	228180000	255,255,0	1.0277	0.032787	0.043163	0.69	0.77
2	109210000	109400000	2	109210000	109400000	255,255,0	0.85709	0.031077	0.044847	0.52222	0.74444
2	40140000	40380000	2	40140000	40380000	255,255,0	1.1021	0.050962	0.024881	0.84028	0.64583
2	68530000	68680000	2	68530000	68680000	255,255,0	0.87355	0.018028	0.057586	0.55357	0.625
2	11970000	12320000	2	11970000	12320000	255,255,0	1.1921	0.058696	0.016891	0.93137	0.61765
2	233190000	233400000	2	233190000	233400000	255,255,0	1.0218	0.030526	0.044702	0.66364	0.77273
2	95640000	95790000	2	95640000	95790000	255,255,0	0.78057	0.047461	0.027755	0.58929	0.55357
2	9690000	9920000	2	9690000	9920000	255,255,0	1.1004	0.034644	0.040476	0.70455	0.82576
2	241520000	241770000	2	241520000	241770000	255,255,0	1.205	0.043959	0.030699	0.66026	0.77564
2	84900000	85110000	2	84900000	85110000	255,255,0	0.95001	0.024448	0.049768	0.50379	0.75833
2	160290000	160580000	2	160290000	160580000	255,255,0	1.1591	0.026433	0.047741	0.69524	0.87143
2	180050000	180260000	2	180050000	180260000	255,255,0	0.80978	0.036253	0.03695	0.56364	0.64545
2	170790000	171120000	2	170790000	171120000	255,255,0	0.88657	0.034005	0.039142	0.6875	0.62132
2	242420000	242590000	2	242420000	242590000	255,255,0	0.93713	0.014311	0.058769	0.51389	0.68056
2	37000000	37250000	2	37000000	37250000	255,255,0	0.85396	0.032406	0.04064	0.69872	0.55769
2	128270000	128430000	2	128270000	128430000	255,255,0	0.91854	0.043387	0.029534	0.67188	0.60938
2	112860000	113020000	2	112860000	113020000	255,255,0	0.72923	0.045339	0.027137	0.57812	0.51562
2	135780000	135940000	2	135780000	135940000	255,255,0	0.86658	0.054597	0.017523	0.67188	0.51562
2	230850000	231040000	2	230850000	231040000	255,255,0	0.97769	0.047992	0.02407	0.7	0.72222
2	39760000	39960000	2	39760000	39960000	255,255,0	0.98865	0.023383	0.047596	0.59	0.79
2	227290000	227660000	2	227290000	227660000	255,255,0	1.3309	0.0203	0.050596	0.75731	0.9269
2	19570000	19870000	2	19570000	19870000	255,255,0	1.0877	0.044765	0.025657	0.90667	0.51556
2	32990000	33180000	2	32990000	33180000	255,255,0	0.96326	0.042722	0.027632	0.72222	0.67778
2	177320000	177520000	2	177320000	177520000	255,255,0	0.91077	0.021952	0.047603	0.53	0.75
2	40460000	40690000	2	40460000	40690000	255,255,0	1.1005	0.022587	0.046951	0.7197	0.81061
2	167390000	167550000	2	167390000	167550000	255,255,0	0.83263	0.048426	0.021031	0.64062	0.54688
2	118790000	118970000	2	118790000	118970000	255,255,0	0.90355	0.04482	0.024493	0.69136	0.61728
2	48340000	48540000	2	48340000	48540000	255,255,0	1.086	0.04398	0.025154	0.79	0.71
2	228200000	228440000	2	228200000	228440000	255,255,0	1.1117	0.043092	0.025389	0.84028	0.71528
2	32420000	32760000	2	32420000	32760000	255,255,0	0.68188	0.031978	0.03648	0.51903	0.56747
2	54360000	54680000	2	54360000	54680000	255,255,0	1.1725	0.046005	0.02237	0.88672	0.69141
2	216800000	216980000	2	216800000	216980000	255,255,0	0.85713	0.045853	0.022434	0.64198	0.61728
2	217560000	217920000	2	217560000	217920000	255,255,0	1.3487	0.04913	0.019092	0.93519	0.74383
2	242170000	242300000	2	242170000	242300000	255,255,0	0.75266	0.046287	0.021741	0.5	0.5
2	203440000	203730000	2	203440000	203730000	255,255,0	1.3895	0.045276	0.022687	0.9	0.87143
2	182390000	182580000	2	182390000	182580000	255,255,0	0.97615	0.018185	0.049676	0.58889	0.74444
2	174090000	174250000	2	174090000	174250000	255,255,0	0.8462	0.051025	0.016624	0.57812	0.64062
2	54180000	54340000	2	54180000	54340000	255,255,0	0.86239	0.024386	0.042941	0.51562	0.67188
2	179630000	179810000	2	179630000	179810000	255,255,0	0.8233	0.03698	0.030087	0.59462	0.59913
2	160660000	160910000	2	160660000	160910000	255,255,0	1.148	0.039575	0.027127	0.8141	0.76282
2	37370000	37600000	2	37370000	37600000	255,255,0	0.88819	0.027532	0.039141	0.58333	0.70455
2	220970000	221520000	2	220970000	221520000	255,255,0	0.91574	0.03597	0.030611	0.70524	0.67269
2	202300000	202490000	2	202300000	202490000	255,255,0	0.92648	0.023134	0.04344	0.61111	0.72222
2	224530000	224700000	2	224530000	224700000	255,255,0	0.82496	0.026621	0.039087	0.625	0.59722
2	226750000	227050000	2	226750000	227050000	255,255,0	0.78565	0.042659	0.022405	0.59556	0.63111
2	59060000	59250000	2	59060000	59250000	255,255,0	0.77034	0.033527	0.031016	0.61181	0.52153
2	187560000	187710000	2	187560000	187710000	255,255,0	0.81079	0.027189	0.037142	0.55357	0.58929
2	74440000	74650000	2	74440000	74650000	255,255,0	1.132	0.037206	0.02683	0.79091	0.64545
2	125290000	125570000	2	125290000	125570000	255,255,0	0.68813	0.033248	0.029733	0.5051	0.54592
2	190950000	191180000	2	190950000	191180000	255,255,0	1.2195	0.031387	0.031575	0.82576	0.79545
2	157900000	158030000	2	157900000	158030000	255,255,0	0.67885	0.030815	0.03192	0.5	0.5
2	138910000	139140000	2	138910000	139140000	255,255,0	0.91542	0.026664	0.036015	0.58333	0.7197
2	127570000	127760000	2	127570000	127760000	255,255,0	0.80523	0.02235	0.039953	0.58889	0.58889
2	203740000	203990000	2	203740000	203990000	255,255,0	1.0159	0.029838	0.032443	0.75	0.72436
2	14560000	14780000	2	14560000	14780000	255,255,0	1.0661	0.032776	0.029267	0.77686	0.79339
2	151910000	152090000	2	151910000	152090000	255,255,0	0.91325	0.010431	0.051609	0.54321	0.74074
2	6120000	6450000	2	6120000	6450000	255,255,0	0.8257	0.029133	0.032801	0.66544	0.60662
2	178770000	178970000	2	178770000	178970000	255,255,0	0.88187	0.02997	0.031542	0.57	0.71
2	26410000	26580000	2	26410000	26580000	255,255,0	0.9227	0.040066	0.021154	0.68056	0.68056
2	24320000	24620000	2	24320000	24620000	255,255,0	1.1721	0.028652	0.032554	0.78222	0.88889
2	23410000	23580000	2	23410000	23580000	255,255,0	0.78375	0.026731	0.034442	0.56944	0.625
2	54690000	54920000	2	54690000	54920000	255,255,0	1.0046	0.024631	0.036427	0.56818	0.84091
2	63010000	63280000	2	63010000	63280000	255,255,0	1.0827	0.026361	0.033162	0.74176	0.76374
2	128450000	128620000	2	128450000	128620000	255,255,0	0.90482	0.027763	0.031296	0.625	0.65278
2	54950000	55120000	2	54950000	55120000	255,255,0	0.8882	0.04306	0.015512	0.70833	0.54167
2	206180000	206540000	2	206180000	206540000	255,255,0	1.0757	0.021641	0.03668	0.55864	0.91667
2	3160000	3360000	2	3160000	3360000	255,255,0	0.727	0.026443	0.03133	0.52194	0.60972
2	12570000	12860000	2	12570000	12860000	255,255,0	0.9748	0.020353	0.036691	0.52857	0.8619
2	161150000	161350000	2	161150000	161350000	255,255,0	0.98618	0.035755	0.021239	0.73	0.67
2	218040000	218380000	2	218040000	218380000	255,255,0	1.05	0.01701	0.039572	0.77509	0.80277
2	67700000	67880000	2	67700000	67880000	255,255,0	0.98311	0.018814	0.037217	0.61728	0.74074
2	191190000	191390000	2	191190000	191390000	255,255,0	1.0431	0.031681	0.024066	0.75	0.71
2	164450000	164620000	2	164450000	164620000	255,255,0	0.75353	0.021125	0.034543	0.54167	0.56944
2	31800000	32050000	2	31800000	32050000	255,255,0	0.78239	0.023195	0.032414	0.54487	0.66026
2	221550000	222000000	2	221550000	222000000	255,255,0	0.75629	0.027799	0.027743	0.65448	0.50821
2	58490000	58720000	2	58490000	58720000	255,255,0	0.69514	0.026781	0.028056	0.54318	0.53409
2	136280000	136490000	2	136280000	136490000	255,255,0	0.95311	0.017205	0.037355	0.55455	0.77273
2	21860000	22220000	2	21860000	22220000	255,255,0	0.69195	0.025492	0.028711	0.53834	0.56875
2	5830000	6060000	2	5830000	6060000	255,255,0	1.0689	0.024115	0.029908	0.76515	0.81061
2	67890000	68070000	2	67890000	68070000	255,255,0	1.0497	0.030162	0.023813	0.71605	0.71605
2	25050000	25190000	2	25050000	25190000	255,255,0	0.76622	0.030508	0.023208	0.57143	0.57143
2	197440000	197610000	2	197440000	197610000	255,255,0	0.83758	0.012073	0.041102	0.51389	0.68056
2	106350000	106520000	2	106350000	106520000	255,255,0	0.83901	0.029515	0.023043	0.65278	0.59722
2	58780000	58930000	2	58780000	58930000	255,255,0	0.74327	0.024164	0.02744	0.55357	0.55357
2	102860000	103070000	2	102860000	103070000	255,255,0	0.84652	0.02177	0.029804	0.55455	0.73636
2	146320000	146510000	2	146320000	146510000	255,255,0	0.78211	0.017012	0.034283	0.5	0.67778
2	950000	1140000	2	950000	1140000	255,255,0	0.84588	0.02202	0.029273	0.72222	0.58889
2	24150000	24290000	2	24150000	24290000	255,255,0	0.72299	0.012488	0.037155	0.53061	0.57143
2	224310000	224490000	2	224310000	224490000	255,255,0	0.86827	0.030611	0.01827	0.64198	0.66667
2	161860000	162060000	2	161860000	162060000	255,255,0	0.79913	0.027781	0.020393	0.61	0.59
2	207680000	207840000	2	207680000	207840000	255,255,0	0.81163	0.018962	0.028821	0.60938	0.60938
2	205570000	205730000	2	205570000	205730000	255,255,0	0.79777	0.021398	0.025063	0.57812	0.64062
2	218910000	219080000	2	218910000	219080000	255,255,0	0.70032	0.028106	0.017407	0.59722	0.51389
2	75130000	75290000	2	75130000	75290000	255,255,0	0.8793	0.032251	0.012805	0.67188	0.54688
2	191390000	191630000	2	191390000	191630000	255,255,0	0.86378	0.016785	0.028075	0.5625	0.70139
2	72820000	72970000	2	72820000	72970000	255,255,0	0.86222	0.022829	0.021985	0.58929	0.625
2	53230000	53430000	2	53230000	53430000	255,255,0	0.88468	0.020333	0.024363	0.65	0.69
2	102140000	102310000	2	102140000	102310000	255,255,0	0.77286	0.013692	0.029891	0.54167	0.65278
2	53040000	53200000	2	53040000	53200000	255,255,0	0.7684	0.019213	0.023403	0.57812	0.60938
2	101040000	101190000	2	101040000	101190000	255,255,0	0.75642	0.013163	0.02427	0.55357	0.625
2	234880000	235040000	2	234880000	235040000	255,255,0	0.78995	0.022738	0.012599	0.67188	0.54688
2	157760000	157890000	2	157760000	157890000	255,255,0	0.65183	0.014572	0.017563	0.5	0.5
2	235040000	235200000	2	235040000	235200000	255,255,0	0.75108	0.016382	0.015003	0.64062	0.51562
2	15140000	15300000	2	15140000	15300000	255,255,0	0.71272	0.015291	0.013587	0.60938	0.54688
2	32580000	32760000	2	32580000	32760000	255,255,0	0.6544	0.014313	0.013324	0.54321	0.51852
2	227080000	227290000	2	227080000	227290000	255,255,0	0.90303	0.014297	0.01223	0.7	0.71818
3	161240000	164930000	3	161240000	164930000	255,255,0	0.83527	0.28365	0.31467	0.71892	0.5611
