,H3K36me3,POLR2A,H3K9me3,H3K9ac,H3K4me3,H3K4me1,H3K27me3
0,1.42275828355,1.34807617404,0.909746323136,1.84147139154,1.94183637485,1.39936051416,3.93467203564
1,0.417398509074,0.675755767651,0.512347972559,1.31308399616,0.504452471535,1.95311490112,0.465768683465
2,0.560004851127,0.862881916229,1.36905819777,1.37125869948,1.08135013618,1.57843669287,3.88727066623
3,2.8696270336,2.21201901066,0.323241691436,3.22832673693,1.99828726059,3.5071615908,0.865413572814
4,2.25083758624,9.8976799473,0.488843243763,4.0812239828,4.90173367845,3.15215161857,0.672090994411
5,1.01925707291,0.634784032635,1.38630030451,1.71854092188,0.825507374273,1.35977769195,5.0395635774
6,3.73937445032,1.84175779497,0.296661796257,2.06618638109,2.41259693604,2.11075627581,0.744206916926
7,0.0835984720645,0.00496909720569,3.49776494859,0.121150486953,0.0738405750985,0.0314864872032,0.0627461102538
8,0.518122574694,0.936156151082,1.83548032809,1.78566946919,0.600055781044,1.47000732315,4.97936154633
9,1.94509440016,2.2849867574,0.658029857186,2.83362487795,3.07536151617,1.67575002123,2.7842876807
10,0.0102770433478,0.0,2.06803840492,0.0480625922287,0.101046622387,0.0273619154078,0.101161814824
11,0.00935527373028,0.0,3.09425278941,0.0504819614418,0.0173505046689,0.000339274648035,0.000993866074955
12,3.19662365894,3.5576197038,0.439991069915,3.58324488627,2.96347854656,2.72373431163,1.60572920194
13,0.0104196895494,0.0151382792321,2.49940368057,0.0330171508374,0.0187966508719,0.0040717883712,0.00845625077479
14,2.44091840476,2.49396449799,1.1987108394,2.62582558767,3.62163073274,1.60914549418,2.52445400104
15,1.545504978,1.00716708911,1.23773991813,1.48144936741,1.39131288863,1.97259895948,2.65060956825
16,0.0321381168146,0.431440958114,2.10681859422,0.50713292909,0.15893309259,0.304841780998,1.41687797908
17,0.0261947664448,0.0,1.57460539605,0.0129253971654,0.0242660083092,0.0,0.0
18,2.85878821523,2.75862877098,0.749118402148,2.35351597155,2.83520212859,1.56615261079,2.61912255751
19,2.82169992697,3.06050272161,0.635212088575,3.24364404275,3.17609500032,2.12411333486,2.12008332167
20,2.89805743531,2.65548373318,0.520946655182,1.62054652614,2.32740657558,1.08905056177,1.4731220479
21,4.10556187653,1.15098074181,0.457108454783,2.28396407798,2.94977103042,1.69702839122,0.936967763058
22,0.0512751546952,0.0,1.18247981134,0.0546644873963,0.110678931028,0.00332723137591,0.0
23,0.613609652418,6.39876450502,0.331410974451,1.82588137403,2.48004162021,2.03626560205,0.803481339666
24,0.953550032714,0.314268195173,0.376317779555,0.595516132066,0.523370872597,1.38252547214,0.304737674056
25,3.40811770999,4.7876165323,0.528612807569,3.61964462238,5.10193063407,2.22846781395,1.67226721355
26,0.0418388630715,0.0828303770223,1.00167004275,0.359189054082,0.325316817078,0.177524094687,1.23812515786
27,1.8738429845,2.49056955274,0.382181093624,1.84015233818,2.70933378778,1.24912970001,0.907606000525
28,0.00830545115783,0.0,2.62226533437,0.0328259199016,0.0190223846698,0.015054075099,0.0232931050484
29,2.04066035568,0.88834400556,0.361931803817,0.808626103483,1.18903440715,1.40846243403,0.383186419524
30,1.91645533916,0.234463405926,1.58735612938,1.65863667733,1.23437109061,1.41542107405,2.62460653132
31,1.49883041674,0.463975850038,0.511422892572,1.3182791536,0.551375575061,1.6960905893,0.299534983093
32,2.68018274056,1.36752638117,0.301145132035,1.35436288544,1.09016431604,1.69207264154,0.400459270176
33,0.0359454169019,0.0,3.51775895296,0.0942694339438,0.0644253258773,0.0165180137077,0.0520645422263
34,4.08433824574,12.5169745072,0.241389494445,6.15662517781,3.52202895665,5.36238322119,0.391379043018
35,3.98597335129,1.00150884703,0.650898537356,2.33884730287,1.26384945397,1.96541881601,1.49520796068
36,1.48170603266,0.788889519881,2.04836176976,1.44268235372,1.53566927746,0.88110400037,1.60914177999
37,1.63488911539,1.44709541033,1.55407617491,2.32410572169,2.60063071493,2.14241411021,3.0040633486
38,1.790654423,1.55743113077,0.548598881353,1.35378621387,1.19354183363,1.21438797605,0.836381015396
39,0.0435680600721,0.0,3.41134181202,0.0906209537877,0.0729585634049,0.0154840269713,0.0854016408391
40,0.00536552463943,0.0,1.85433993901,0.0790437749728,0.0805779665228,0.0372874537317,0.00808844466032
41,2.85791689072,6.07978110812,0.253301819601,4.03157057246,6.61078926112,2.57423820258,1.28732534846
42,2.94417801762,3.59156915624,0.209887519638,3.12445957099,3.6128566875,2.58226848253,0.961228929885
43,3.78832454434,1.66465481806,0.234284227631,2.14210022142,2.48461696681,1.67979417503,0.236512622627
44,3.24717194555,6.76159927799,0.623311443722,4.55374336113,3.80079476075,3.6714781524,1.10316217313
45,2.43520251595,0.641786107202,0.331512414911,1.18591513254,1.12429417887,1.84628490218,0.45742842368
46,0.135568922556,0.0,0.751108409003,0.737529790664,0.320706481318,1.35735129326,1.38571183915
